,date,type,value
2096,2020-08-03,NOx,-83.97107491778165
2097,2020-08-04,NOx,-85.29486186761375
2098,2020-08-05,NOx,-83.32609639039174
2099,2020-08-06,NOx,-84.67126737477258
2100,2020-08-07,NOx,-83.53352557228278
2101,2020-08-08,NOx,-86.6473566223539
2102,2020-08-09,NOx,-88.29013309573475
2103,2020-08-10,NOx,-86.69515323285924
2104,2020-08-11,NOx,-83.46959267589347
2105,2020-08-12,NOx,-86.84981726482883
2106,2020-08-13,NOx,-88.21167628601648
2107,2020-08-14,NOx,-87.44025630823225
2108,2020-08-15,NOx,-90.1571875673588
2109,2020-08-16,NOx,-90.6790721336647
2110,2020-08-17,NOx,-85.3183258365783
2111,2020-08-18,NOx,-83.24006383870416
2112,2020-08-19,NOx,-88.3881774648367
2113,2020-08-20,NOx,-86.43786868075279
2114,2020-08-21,NOx,-86.09410845003913
2115,2020-08-22,NOx,-89.16722922557483
2116,2020-08-23,NOx,-90.90312479303665
2117,2020-08-24,NOx,-87.8827045105439
2118,2020-08-25,NOx,-85.50903912857663
2119,2020-08-26,NOx,-83.8768566747864
2120,2020-08-27,NOx,-84.96955190584632
2121,2020-08-28,NOx,-83.5256835924283
2122,2020-08-29,NOx,-85.16898014918337
2123,2020-08-30,NOx,-92.23068966346052
2124,2020-08-31,NOx,-83.07599239019515
2125,2020-09-01,NOx,-80.08120006332314
2126,2020-09-02,NOx,-85.36924849317043
2127,2020-09-03,NOx,-79.74939787541393
2128,2020-09-04,NOx,-78.9749420447076
2129,2020-09-05,NOx,-80.36026015235397
2130,2020-09-06,NOx,-87.32906824422564
2131,2020-09-07,NOx,-81.46705279701364
2132,2020-09-08,NOx,-74.03683790686678
2133,2020-09-09,NOx,-73.38837366133319
2134,2020-09-10,NOx,-72.26954761646755
2135,2020-09-11,NOx,-69.85953005461955
2136,2020-09-12,NOx,-68.19356772646468
2137,2020-09-13,NOx,-79.72594006402741
2138,2020-09-14,NOx,-73.95723047342712
2139,2020-09-15,NOx,-76.72864913872588
2140,2020-09-16,NOx,-69.83920378961895
2141,2020-09-17,NOx,-70.50407181619123
2142,2020-09-18,NOx,-74.90421715239279
2143,2020-09-19,NOx,-82.98541240470216
2144,2020-09-20,NOx,-84.70609907216246
2145,2020-09-21,NOx,-80.99148749144811
2146,2020-09-22,NOx,-74.06066967080045
2147,2020-09-23,NOx,-73.20128527303883
2148,2020-09-24,NOx,-72.24291434266065
2149,2020-09-25,NOx,-84.6493988537265
2150,2020-09-26,NOx,-83.46450861094107
2151,2020-09-27,NOx,-82.4006762806943
2152,2020-09-28,NOx,-70.9140762594331
2153,2020-09-29,NOx,-61.68198783124181
2154,2020-09-30,NOx,-66.56703632916494
2155,2020-10-01,NOx,-69.79258869587105
2156,2020-10-02,NOx,-72.74094268683882
2157,2020-10-03,NOx,-84.81240085391902
2158,2020-10-04,NOx,-82.08642890403118
2159,2020-10-05,NOx,-70.41835646279749
2160,2020-10-06,NOx,-62.18997922522448
2161,2020-10-07,NOx,-60.21762442200874
2162,2020-10-08,NOx,-48.531338208455566
2163,2020-10-09,NOx,-47.496406735405714
2164,2020-10-10,NOx,-61.02637922416827
2165,2020-10-11,NOx,-80.87805103615958
2166,2020-10-12,NOx,-56.893209185346706
2167,2020-10-13,NOx,-53.992641539226824
2168,2020-10-14,NOx,-64.57556936060291
2169,2020-10-15,NOx,-64.35526456723265
2170,2020-10-16,NOx,-57.86422161838599
2171,2020-10-17,NOx,-59.29791591403295
2172,2020-10-18,NOx,-74.75197486416938
2173,2020-10-19,NOx,-68.15482950065935
2174,2020-10-20,NOx,-61.7512789643993
2175,2020-10-21,NOx,-57.269887646936205
2176,2020-10-22,NOx,-54.06469565220832
2177,2020-10-23,NOx,-57.520114317065925
2178,2020-10-24,NOx,-64.4249020681243
2179,2020-10-25,NOx,-75.73652234673499
2180,2020-10-26,NOx,-70.90888524490093
2181,2020-10-27,NOx,-60.44753617373099
2182,2020-10-28,NOx,-46.725054685212335
2183,2020-10-29,NOx,-28.61184022491792
2184,2020-10-30,NOx,-13.15046051078063
2185,2020-10-31,NOx,-41.25756829434152
2186,2020-11-01,NOx,-63.72752202716037
2187,2020-11-02,NOx,-47.013314656217645
2188,2020-11-03,NOx,-49.47638338862249
2189,2020-11-04,NOx,-59.76130874248772
2190,2020-11-05,NOx,-42.13761273852359
2191,2020-11-06,NOx,-45.620569933439235
2192,2020-11-07,NOx,-45.7139886115861
2193,2020-11-08,NOx,-64.90249675485585
2194,2020-11-09,NOx,-30.11133571639379
2195,2020-11-10,NOx,-12.182915699574618
2196,2020-11-11,NOx,-31.160572066947495
2197,2020-11-12,NOx,-71.32882676635018
2198,2020-11-13,NOx,-45.13461188672598
2199,2020-11-14,NOx,-49.84713050167115
2200,2020-11-15,NOx,-71.89524165862133
2201,2020-11-16,NOx,-44.151599879274485
2202,2020-11-17,NOx,-29.478015644654526
2203,2020-11-18,NOx,-9.918894737135933
2204,2020-11-19,NOx,-18.488199817616525
2205,2020-11-20,NOx,-19.472510868381768
2206,2020-11-21,NOx,-64.46803393831061
2207,2020-11-22,NOx,-65.88711943292142
2208,2020-11-23,NOx,-27.037348369015636
2209,2020-11-24,NOx,-19.276213351275548
2210,2020-11-25,NOx,17.60477516209611
2211,2020-11-26,NOx,19.890272957824628
2212,2020-11-27,NOx,17.54518598081305
2213,2020-11-28,NOx,-27.8912617894785
2214,2020-11-29,NOx,-68.14462784069201
2215,2020-11-30,NOx,-57.380205098201024
2216,2020-12-01,NOx,-56.09926798235439
2217,2020-12-02,NOx,-64.51442164023443
2218,2020-12-03,NOx,-55.26286994840429
2219,2020-12-04,NOx,-48.890627956898555
2220,2020-12-05,NOx,-55.03877510428134
2221,2020-12-06,NOx,-75.52910648617423
2222,2020-12-07,NOx,-72.42779772120548
2223,2020-12-08,NOx,-74.1611046375299
2224,2020-12-09,NOx,-52.70171595059756
2225,2020-12-10,NOx,-19.386588183111645
2226,2020-12-11,NOx,10.119284881914131
2227,2020-12-12,NOx,-33.28686572904809
2228,2020-12-13,NOx,-36.00941927085205
2229,2020-12-14,NOx,23.339508255568425
2230,2020-12-15,NOx,9.293029514131417
2231,2020-12-16,NOx,-27.567468730657843
2232,2020-12-17,NOx,-16.16091388352616
2233,2020-12-18,NOx,15.88636906681965
2234,2020-12-19,NOx,-16.28485716173685
2235,2020-12-20,NOx,-55.92188795175943
2236,2020-12-21,NOx,-24.29556000293674
2237,2020-12-22,NOx,32.02554228084131
2238,2020-12-23,NOx,-6.869680772844278
2239,2020-12-24,NOx,-58.39656849351594
2240,2020-12-25,NOx,-81.33323909492225
2241,2020-12-26,NOx,-71.61624971943272
2242,2020-12-27,NOx,-67.26898436210696
2243,2020-12-28,NOx,-60.62956312565634
2244,2020-12-29,NOx,-7.842666905262232
2245,2020-12-30,NOx,-16.11268676986957
2246,2020-12-31,NOx,-33.88381375842332
2247,2020-02-15,NO,-34.98503744842525
2248,2020-02-16,NO,-59.52333047851751
2249,2020-02-17,NO,-50.453337007923764
2250,2020-02-18,NO,-18.83591898860479
2251,2020-02-19,NO,-60.660549263222464
2252,2020-02-20,NO,-55.21839614201265
2253,2020-02-21,NO,-10.065625930836461
2254,2020-02-22,NO,-52.818415465349474
2255,2020-02-23,NO,-60.63901375818831
2256,2020-02-24,NO,-53.27053633516266
2257,2020-02-25,NO,-75.48872035526983
2258,2020-02-26,NO,-90.21076850007088
2259,2020-02-27,NO,-82.24803146544326
2260,2020-02-28,NO,-79.69758961178182
2261,2020-02-29,NO,-80.47099526488016
2262,2020-03-01,NO,-91.86254088975836
2263,2020-03-02,NO,-80.61512910544707
2264,2020-03-03,NO,-83.02718433456158
2265,2020-03-04,NO,-62.248453417719716
2266,2020-03-05,NO,-86.96248995854494
2267,2020-03-06,NO,-69.48235284796426
2268,2020-03-07,NO,-68.92155309483532
2269,2020-03-08,NO,-88.43009537731959
2270,2020-03-09,NO,-88.05900663068698
2271,2020-03-10,NO,-76.39733901317871
2272,2020-03-11,NO,-74.51318005090562
2273,2020-03-12,NO,-93.72348579972525
2274,2020-03-13,NO,-88.96624262148832
2275,2020-03-14,NO,-95.83838866049649
2276,2020-03-15,NO,-95.83886210191037
2277,2020-03-16,NO,-86.78345008651112
2278,2020-03-17,NO,-80.31309825830493
2279,2020-03-18,NO,-87.40930448022037
2280,2020-03-19,NO,-88.5805733206692
2281,2020-03-20,NO,-90.16094290233835
2282,2020-03-21,NO,-93.81051217237292
2283,2020-03-22,NO,-97.26325079080142
2284,2020-03-23,NO,-96.89968900721054
2285,2020-03-24,NO,-97.27129375640732
2286,2020-03-25,NO,-97.31507511192714
2287,2020-03-26,NO,-95.70968587640891
2288,2020-03-27,NO,-96.18645167536825
2289,2020-03-28,NO,-93.78966753421994
2290,2020-03-29,NO,-96.00841148637232
2291,2020-03-30,NO,-96.77065361548078
2292,2020-03-31,NO,-97.26504373294692
2293,2020-04-01,NO,-95.94191625439493
2294,2020-04-02,NO,-93.39443794444213
2295,2020-04-03,NO,-93.6126027338229
2296,2020-04-04,NO,-95.59394566656455
2297,2020-04-05,NO,-97.37529419903122
2298,2020-04-06,NO,-93.67723089456118
2299,2020-04-07,NO,-92.97272531469392
2300,2020-04-08,NO,-94.89124958513872
2301,2020-04-09,NO,-94.248187417353
2302,2020-04-10,NO,-92.69791368691821
2303,2020-04-11,NO,-94.68593216160207
2304,2020-04-12,NO,-97.53778323725899
2305,2020-04-13,NO,-96.98928726773862
2306,2020-04-14,NO,-94.97240509950386
2307,2020-04-15,NO,-96.95339664454006
2308,2020-04-16,NO,-94.50982369318307
2309,2020-04-17,NO,-93.89034429047825
2310,2020-04-18,NO,-93.87304609138494
2311,2020-04-19,NO,-97.73675740767402
2312,2020-04-20,NO,-97.55235572082661
2313,2020-04-21,NO,-97.0949933761664
2314,2020-04-22,NO,-94.96298421446153
2315,2020-04-23,NO,-93.83229431431815
2316,2020-04-24,NO,-93.61772371486397
2317,2020-04-25,NO,-96.87754987517079
2318,2020-04-26,NO,-97.31736467665104
2319,2020-04-27,NO,-95.37167160302815
2320,2020-04-28,NO,-96.18205537870519
2321,2020-04-29,NO,-93.13403111112184
2322,2020-04-30,NO,-95.0490886100956
2323,2020-05-01,NO,-97.12078401259733
2324,2020-05-02,NO,-95.15192091785055
2325,2020-05-03,NO,-97.04073119108372
2326,2020-05-04,NO,-96.38906177659307
2327,2020-05-05,NO,-94.15672917322168
2328,2020-05-06,NO,-94.39328360680116
2329,2020-05-07,NO,-96.91124777439133
2330,2020-05-08,NO,-94.47754236520424
2331,2020-05-09,NO,-96.16606702615726
2332,2020-05-10,NO,-97.16231176791402
2333,2020-05-11,NO,-95.97567534431462
2334,2020-05-12,NO,-94.6656207656367
2335,2020-05-13,NO,-94.00013375929052
2336,2020-05-14,NO,-92.59783714163092
2337,2020-05-15,NO,-95.35932856898114
2338,2020-05-16,NO,-96.33951045582883
2339,2020-05-17,NO,-96.64951883792841
2340,2020-05-18,NO,-92.32361444853072
2341,2020-05-19,NO,-94.70562209988479
2342,2020-05-20,NO,-91.33232400601024
2343,2020-05-21,NO,-96.19385181216427
2344,2020-05-22,NO,-95.02949951188
2345,2020-05-23,NO,-96.0795409129482
2346,2020-05-24,NO,-96.2014462091807
2347,2020-05-25,NO,-95.61801991921837
2348,2020-05-26,NO,-95.79411911367248
2349,2020-05-27,NO,-96.41436715011878
2350,2020-05-28,NO,-95.32981980818764
2351,2020-05-29,NO,-96.45519222753873
2352,2020-05-30,NO,-94.99743451720758
2353,2020-05-31,NO,-96.94890314345612
2354,2020-06-01,NO,-94.96401972651418
2355,2020-06-02,NO,-95.7956029459151
2356,2020-06-03,NO,-93.51611699992374
2357,2020-06-04,NO,-93.62867975945578
2358,2020-06-05,NO,-90.51886685914235
2359,2020-06-06,NO,-94.01653422960321
2360,2020-06-07,NO,-95.23264191544746
2361,2020-06-08,NO,-88.82362737226894
2362,2020-06-09,NO,-89.55630993810828
2363,2020-06-10,NO,-85.2156333200476
2364,2020-06-11,NO,-89.74425324451643
2365,2020-06-12,NO,-89.74580687131814
2366,2020-06-13,NO,-90.25559922711734
2367,2020-06-14,NO,-93.91892041984738
2368,2020-06-15,NO,-88.14196936326645
2369,2020-06-16,NO,-90.73967995895255
2370,2020-06-17,NO,-80.56784040781592
2371,2020-06-18,NO,-81.51308440690575
2372,2020-06-19,NO,-85.97784958410439
2373,2020-06-20,NO,-94.93740269519844
2374,2020-06-21,NO,-95.45481085403036
2375,2020-06-22,NO,-91.5486550319971
2376,2020-06-23,NO,-92.0605751685705
2377,2020-06-24,NO,-96.49711655911277
2378,2020-06-25,NO,-96.38125815901985
2379,2020-06-26,NO,-96.7849885890816
2380,2020-06-27,NO,-94.53334361983059
2381,2020-06-28,NO,-95.31802109331765
2382,2020-06-29,NO,-93.79304022637827
2383,2020-06-30,NO,-94.52489729518986
2384,2020-07-01,NO,-94.33028612573497
2385,2020-07-02,NO,-92.83981332843271
2386,2020-07-03,NO,-93.40884900230685
2387,2020-07-04,NO,-94.13964886412475
2388,2020-07-05,NO,-96.48423400077814
2389,2020-07-06,NO,-95.34863671249207
2390,2020-07-07,NO,-95.84354376967713
2391,2020-07-08,NO,-96.20163313526331
2392,2020-07-09,NO,-96.0247573633398
2393,2020-07-10,NO,-96.24183902343215
2394,2020-07-11,NO,-95.75659351176199
2395,2020-07-12,NO,-97.44586299594692
2396,2020-07-13,NO,-96.61503803121924
2397,2020-07-14,NO,-95.96428512926937
2398,2020-07-15,NO,-94.81626468597582
2399,2020-07-16,NO,-96.28307837834302
2400,2020-07-17,NO,-96.4466651935358
2401,2020-07-18,NO,-97.39787814374942
2402,2020-07-19,NO,-96.55574878901587
2403,2020-07-20,NO,-95.96056996219643
2404,2020-07-21,NO,-95.99107587341496
2405,2020-07-22,NO,-94.2861538821574
2406,2020-07-23,NO,-94.68916013893418
2407,2020-07-24,NO,-96.3209764222421
2408,2020-07-25,NO,-94.15035669860632
2409,2020-07-26,NO,-97.49164259637105
2410,2020-07-27,NO,-96.50465109755179
2411,2020-07-28,NO,-96.05408423704498
2412,2020-07-29,NO,-95.52292413571817
2413,2020-07-30,NO,-95.61836455271256
2414,2020-07-31,NO,-95.42592727595445
2415,2020-08-01,NO,-96.71824985415876
2416,2020-08-02,NO,-97.63551402437216
2417,2020-08-03,NO,-94.92898657849452
2418,2020-08-04,NO,-93.75197071260453
2419,2020-08-05,NO,-93.90301588869433
2420,2020-08-06,NO,-96.22404701867761
2421,2020-08-07,NO,-95.22446300477823
2422,2020-08-08,NO,-96.54516859376415
2423,2020-08-09,NO,-97.80179226848449
2424,2020-08-10,NO,-97.11426423705349
2425,2020-08-11,NO,-94.09581744065467
2426,2020-08-12,NO,-96.82853055531699
2427,2020-08-13,NO,-96.17367091655245
2428,2020-08-14,NO,-95.76964918718488
2429,2020-08-15,NO,-97.15309616843285
2430,2020-08-16,NO,-97.3682619055523
2431,2020-08-17,NO,-94.24694070680576
2432,2020-08-18,NO,-91.55976526049191
2433,2020-08-19,NO,-96.3135721250506
2434,2020-08-20,NO,-96.48950919116137
2435,2020-08-21,NO,-96.74880118287791
2436,2020-08-22,NO,-97.22052801863667
2437,2020-08-23,NO,-97.53911704692345
2438,2020-08-24,NO,-96.25842464510394
2439,2020-08-25,NO,-96.01764025975893
2440,2020-08-26,NO,-94.82289548503505
2441,2020-08-27,NO,-95.63881917502758
2442,2020-08-28,NO,-95.28242264901861
2443,2020-08-29,NO,-93.479984024606
2444,2020-08-30,NO,-96.58580697605507
2445,2020-08-31,NO,-91.83180443201698
2446,2020-09-01,NO,-88.86577300673338
2447,2020-09-02,NO,-95.24424205095718
2448,2020-09-03,NO,-91.92506858782797
2449,2020-09-04,NO,-92.88476760622359
2450,2020-09-05,NO,-95.12702194389182
2451,2020-09-06,NO,-96.61411028262754
2452,2020-09-07,NO,-92.7889417869246
2453,2020-09-08,NO,-85.50152032310218
2454,2020-09-09,NO,-90.223917789342
2455,2020-09-10,NO,-86.7290397850982
2456,2020-09-11,NO,-87.64181207414927
2457,2020-09-12,NO,-82.37952821442661
2458,2020-09-13,NO,-93.49286127252138
2459,2020-09-14,NO,-87.0662690114249
2460,2020-09-15,NO,-91.43585610249666
2461,2020-09-16,NO,-88.36267618236963
2462,2020-09-17,NO,-87.0593203229879
2463,2020-09-18,NO,-90.75606132263925
2464,2020-09-19,NO,-95.8281610281832
2465,2020-09-20,NO,-95.10000287848403
2466,2020-09-21,NO,-93.31908920368312
2467,2020-09-22,NO,-86.05119104335695
2468,2020-09-23,NO,-86.34721618495448
2469,2020-09-24,NO,-83.00564304949577
2470,2020-09-25,NO,-92.09244265255927
2471,2020-09-26,NO,-90.22171783961771
2472,2020-09-27,NO,-91.51742969208469
2473,2020-09-28,NO,-83.88697554073977
2474,2020-09-29,NO,-77.63924630812674
2475,2020-09-30,NO,-81.93508137632837
2476,2020-10-01,NO,-84.06297230937616
2477,2020-10-02,NO,-84.28531400021552
2478,2020-10-03,NO,-92.19000013504194
2479,2020-10-04,NO,-89.33254151896304
2480,2020-10-05,NO,-81.52038812562367
2481,2020-10-06,NO,-70.45337305071989
2482,2020-10-07,NO,-72.31026884878155
2483,2020-10-08,NO,-58.70543645568807
2484,2020-10-09,NO,-59.15485327466652
2485,2020-10-10,NO,-71.2916296410806
2486,2020-10-11,NO,-89.50721689604339
2487,2020-10-12,NO,-65.47105993524208
2488,2020-10-13,NO,-64.19824352750459
2489,2020-10-14,NO,-79.33050006543382
2490,2020-10-15,NO,-76.51428438201047
2491,2020-10-16,NO,-62.486040543762485
2492,2020-10-17,NO,-62.86985747346711
2493,2020-10-18,NO,-82.59016870887355
2494,2020-10-19,NO,-77.81381455606436
2495,2020-10-20,NO,-68.60959143688265
2496,2020-10-21,NO,-64.13338037198398
2497,2020-10-22,NO,-58.08348669519177
2498,2020-10-23,NO,-59.16793822045369
2499,2020-10-24,NO,-68.47378684732335
2500,2020-10-25,NO,-79.54858476886389
2501,2020-10-26,NO,-76.50494573962433
2502,2020-10-27,NO,-71.23274524429036
2503,2020-10-28,NO,-57.04495489621978
2504,2020-10-29,NO,-38.701218017896004
2505,2020-10-30,NO,-18.903870053683107
2506,2020-10-31,NO,-51.835086084062105
2507,2020-11-01,NO,-74.16191625476843
2508,2020-11-02,NO,-55.59093690847895
2509,2020-11-03,NO,-56.96897494739089
2510,2020-11-04,NO,-70.65560272856456
2511,2020-11-05,NO,-48.25499659939668
2512,2020-11-06,NO,-55.770736182914874
2513,2020-11-07,NO,-52.1980292003014
2514,2020-11-08,NO,-74.27953119330968
2515,2020-11-09,NO,-35.56421971361749
2516,2020-11-10,NO,-18.08794555459359
2517,2020-11-11,NO,-37.44491060768424
2518,2020-11-12,NO,-83.36068429587664
2519,2020-11-13,NO,-53.57994579400391
2520,2020-11-14,NO,-57.68519184094844
2521,2020-11-15,NO,-82.76128221057826
2522,2020-11-16,NO,-52.42501508374028
2523,2020-11-17,NO,-39.58831812073737
2524,2020-11-18,NO,-13.016285670704525
2525,2020-11-19,NO,-25.50553356628121
2526,2020-11-20,NO,-27.35625615875172
2527,2020-11-21,NO,-78.65665427102206
2528,2020-11-22,NO,-78.55848437832043
2529,2020-11-23,NO,-38.60574352945141
2530,2020-11-24,NO,-29.131906525336802
2531,2020-11-25,NO,13.646619455088663
2532,2020-11-26,NO,17.962102643450773
2533,2020-11-27,NO,13.577471175958248
2534,2020-11-28,NO,-40.105666442457725
2535,2020-11-29,NO,-82.08456375137824
2536,2020-11-30,NO,-69.61254236094274
2537,2020-12-01,NO,-69.89228386391358
2538,2020-12-02,NO,-75.75270449118085
2539,2020-12-03,NO,-63.790290222059376
2540,2020-12-04,NO,-57.605033777357235
2541,2020-12-05,NO,-62.04250383078744
2542,2020-12-06,NO,-86.85325286568715
2543,2020-12-07,NO,-85.67136445344018
2544,2020-12-08,NO,-85.86575070768687
2545,2020-12-09,NO,-63.765154487602864
2546,2020-12-10,NO,-23.78201069516105
2547,2020-12-11,NO,14.850234440445117
2548,2020-12-12,NO,-38.486579644999495
2549,2020-12-13,NO,-40.70419423123306
2550,2020-12-14,NO,29.620842280952616
2551,2020-12-15,NO,8.170638332504803
2552,2020-12-16,NO,-34.17858468903906
2553,2020-12-17,NO,-17.975458513217806
2554,2020-12-18,NO,20.614256802401115
2555,2020-12-19,NO,-19.13620228992059
2556,2020-12-20,NO,-65.27588546643884
2557,2020-12-21,NO,-23.13227563760212
2558,2020-12-22,NO,47.2243305025865
2559,2020-12-23,NO,-5.295270892863982
2560,2020-12-24,NO,-69.24659600609205
2561,2020-12-25,NO,-90.75709279325531
2562,2020-12-26,NO,-82.33857010093655
2563,2020-12-27,NO,-82.32285202797586
2564,2020-12-28,NO,-76.28570891258632
2565,2020-12-29,NO,-15.010408600147837
2566,2020-12-30,NO,-25.294929809022236
2567,2020-12-31,NO,-46.232967573265434
2568,2020-02-15,NO2,4.247225112009432
2569,2020-02-16,NO2,-2.4883471616086146
2570,2020-02-17,NO2,-3.8585622658475094
2571,2020-02-18,NO2,-1.108056503667646
2572,2020-02-19,NO2,-12.932707215118981
2573,2020-02-20,NO2,0.5704913936445707
2574,2020-02-21,NO2,15.143500089518746
2575,2020-02-22,NO2,2.6793291232179954
2576,2020-02-23,NO2,-4.66357842731842
2577,2020-02-24,NO2,-14.460378185033269
2578,2020-02-25,NO2,-25.317870122324685
2579,2020-02-26,NO2,-68.03756058028937
2580,2020-02-27,NO2,-42.53628558804178
2581,2020-02-28,NO2,-26.529015096125942
2582,2020-02-29,NO2,-20.630868876835443
2583,2020-03-01,NO2,-40.48829748324995
2584,2020-03-02,NO2,-29.92648829532147
2585,2020-03-03,NO2,-53.059751097942765
2586,2020-03-04,NO2,-19.447688249709568
2587,2020-03-05,NO2,-34.23730398556093
2588,2020-03-06,NO2,-30.012146093590268
2589,2020-03-07,NO2,-30.859085792287765
2590,2020-03-08,NO2,-38.215615347661235
2591,2020-03-09,NO2,-25.818476938807574
2592,2020-03-10,NO2,-23.155251240815915
2593,2020-03-11,NO2,-23.218735010304613
2594,2020-03-12,NO2,-53.2660457476702
2595,2020-03-13,NO2,-53.45958060035793
2596,2020-03-14,NO2,-66.56311003610267
2597,2020-03-15,NO2,-69.42166904145358
2598,2020-03-16,NO2,-41.557178082167454
2599,2020-03-17,NO2,-34.05046639857688
2600,2020-03-18,NO2,-36.023792858340876
2601,2020-03-19,NO2,-34.84501830448601
2602,2020-03-20,NO2,-35.171432678107486
2603,2020-03-21,NO2,-55.671583238905704
2604,2020-03-22,NO2,-79.20587232212954
2605,2020-03-23,NO2,-79.77277937732862
2606,2020-03-24,NO2,-71.3276432940678
2607,2020-03-25,NO2,-70.7035373591197
2608,2020-03-26,NO2,-65.92160899169009
2609,2020-03-27,NO2,-62.33016004803737
2610,2020-03-28,NO2,-53.740040264500394
2611,2020-03-29,NO2,-66.49048075681449
2612,2020-03-30,NO2,-72.01246965681634
2613,2020-03-31,NO2,-78.48028237431204
2614,2020-04-01,NO2,-60.59202023346037
2615,2020-04-02,NO2,-56.128856542420536
2616,2020-04-03,NO2,-49.710194563649885
2617,2020-04-04,NO2,-53.9544163701825
2618,2020-04-05,NO2,-66.54446567515626
2619,2020-04-06,NO2,-55.43898526617936
2620,2020-04-07,NO2,-53.252842145118954
2621,2020-04-08,NO2,-53.88029346424316
2622,2020-04-09,NO2,-48.29000358153212
2623,2020-04-10,NO2,-46.30775922971379
2624,2020-04-11,NO2,-58.408430589075245
2625,2020-04-12,NO2,-75.2075247453692
2626,2020-04-13,NO2,-80.92054513686449
2627,2020-04-14,NO2,-70.92083628400749
2628,2020-04-15,NO2,-79.0211120679447
2629,2020-04-16,NO2,-57.32583526680273
2630,2020-04-17,NO2,-57.636964566148706
2631,2020-04-18,NO2,-65.34381955441594
2632,2020-04-19,NO2,-76.62841841138187
2633,2020-04-20,NO2,-76.59246430434911
2634,2020-04-21,NO2,-76.98641021607342
2635,2020-04-22,NO2,-65.4964007856518
2636,2020-04-23,NO2,-59.697967140730654
2637,2020-04-24,NO2,-55.10342177256885
2638,2020-04-25,NO2,-74.87582398815583
2639,2020-04-26,NO2,-82.03479351248536
2640,2020-04-27,NO2,-73.65273874044958
2641,2020-04-28,NO2,-73.42028128500483
2642,2020-04-29,NO2,-66.41966239073307
2643,2020-04-30,NO2,-69.36423340393267
2644,2020-05-01,NO2,-82.11602608643275
2645,2020-05-02,NO2,-82.38252668801455
2646,2020-05-03,NO2,-79.09320692357657
2647,2020-05-04,NO2,-66.54329905695015
2648,2020-05-05,NO2,-60.44045660112339
2649,2020-05-06,NO2,-69.90951549744125
2650,2020-05-07,NO2,-68.30605474886158
2651,2020-05-08,NO2,-50.12597410314228
2652,2020-05-09,NO2,-67.58739262805746
2653,2020-05-10,NO2,-79.58773938786206
2654,2020-05-11,NO2,-69.7279959744883
2655,2020-05-12,NO2,-71.33688617178741
2656,2020-05-13,NO2,-61.88788585567455
2657,2020-05-14,NO2,-66.51667335113872
2658,2020-05-15,NO2,-70.84965736774751
2659,2020-05-16,NO2,-76.51106844283973
2660,2020-05-17,NO2,-81.33281660006676
2661,2020-05-18,NO2,-62.78570877774487
2662,2020-05-19,NO2,-64.02730787946616
2663,2020-05-20,NO2,-57.29660918739813
2664,2020-05-21,NO2,-61.19091781931933
2665,2020-05-22,NO2,-55.50257550638236
2666,2020-05-23,NO2,-63.94440160966933
2667,2020-05-24,NO2,-75.09253877573897
2668,2020-05-25,NO2,-61.60926387618187
2669,2020-05-26,NO2,-65.79344984389417
2670,2020-05-27,NO2,-64.52870742211012
2671,2020-05-28,NO2,-57.69279556721832
2672,2020-05-29,NO2,-64.05131650756292
2673,2020-05-30,NO2,-61.912039714449705
2674,2020-05-31,NO2,-72.40587440532444
2675,2020-06-01,NO2,-58.71813180140714
2676,2020-06-02,NO2,-69.60098836518398
2677,2020-06-03,NO2,-62.12361427703564
2678,2020-06-04,NO2,-67.54423494649987
2679,2020-06-05,NO2,-67.03068312369132
2680,2020-06-06,NO2,-68.54802513987377
2681,2020-06-07,NO2,-80.13827723667892
2682,2020-06-08,NO2,-64.50558627403285
2683,2020-06-09,NO2,-61.037004633356645
2684,2020-06-10,NO2,-58.11436911434184
2685,2020-06-11,NO2,-61.051117931288964
2686,2020-06-12,NO2,-58.15120931429802
2687,2020-06-13,NO2,-58.38290462814726
2688,2020-06-14,NO2,-74.50740323280293
2689,2020-06-15,NO2,-69.958987597382
2690,2020-06-16,NO2,-63.0467794423241
2691,2020-06-17,NO2,-52.619509770192195
2692,2020-06-18,NO2,-59.194919008289524
2693,2020-06-19,NO2,-62.88883724553629
2694,2020-06-20,NO2,-68.63625753380529
2695,2020-06-21,NO2,-65.49535899766227
2696,2020-06-22,NO2,-51.867474802107274
2697,2020-06-23,NO2,-46.20546454360377
2698,2020-06-24,NO2,-62.76567643207901
2699,2020-06-25,NO2,-65.33424288398885
2700,2020-06-26,NO2,-63.69153355426424
2701,2020-06-27,NO2,-61.39536274962304
2702,2020-06-28,NO2,-69.68894841743057
2703,2020-06-29,NO2,-64.13781230431982
2704,2020-06-30,NO2,-65.5940711563194
2705,2020-07-01,NO2,-62.25841402588837
2706,2020-07-02,NO2,-60.37729886422137
2707,2020-07-03,NO2,-61.47210727835463
2708,2020-07-04,NO2,-67.70781033756336
2709,2020-07-05,NO2,-71.71351423292967
2710,2020-07-06,NO2,-65.31991677151916
2711,2020-07-07,NO2,-71.80409228312364
2712,2020-07-08,NO2,-69.65004980380473
2713,2020-07-09,NO2,-58.94878992198517
2714,2020-07-10,NO2,-61.40967124451085
2715,2020-07-11,NO2,-68.46207908519071
2716,2020-07-12,NO2,-81.92716876779443
2717,2020-07-13,NO2,-69.40757182463541
2718,2020-07-14,NO2,-67.17972314229385
